result_id,event_title,edition_id,sport
66474,"1,500 metres, Women",26,Athletics
315000,"Hockey, Men",54,Hockey
29969,"Super-Heavyweight (>110 kilograms), Men",22,Weightlifting
18000377,"Street, Women",61,Skateboarding
259029,"Individual Time Trial, Women",53,Cycling Road
130229,"Super-Heavyweight, Freestyle (≤130 kilograms), Men",22,Wrestling
54252,"Springboard, Men",23,Diving
900466,"800 metres Wheelchair, Women",21,Athletics
7664,"1,500 metres Freestyle, Men",23,Swimming
19000094,"100 metres Breaststroke, Men",61,Swimming
159578,"Quadruple Sculls, Men",25,Rowing
256418,"Kayak Doubles, 500 metres, Women",26,Canoe Sprint
19008725,"One Person Dinghy (Laser), Men",61,Sailing
18252,"Middleweight (≤66 kilograms), Women",24,Judo
324218,"Doubles, Mixed",54,Tennis
132349,"Heavyweight, Freestyle (≤100 kilograms), Men",24,Wrestling
18000275,"Kumite, >61 kg, Women",61,Karate
185341,"Individual, Open",21,Equestrian Dressage
70872,"Horizontal Bar, Men",26,Artistic Gymnastics
259991,"Horse Vault, Women",53,Artistic Gymnastics
260537,"Heavyweight (>100 kilograms), Men",53,Judo
19009793,"Heavyweight, Freestyle (≤76 kilograms), Women",61,Wrestling
326005,"Individual, Women",54,Trampolining
313030,"Horizontal Bar, Men",54,Artistic Gymnastics
314051,"Handball, Women",54,Handball
320147,"Skiff (49er), Men",54,Sailing
359152,"Long Jump, Women",59,Athletics
255727,"Kayak Fours, 1,000 metres, Men",21,Canoe Sprint
29779,"Heavyweight II (≤110 kilograms), Men",20,Weightlifting
26200,"Featherweight (≤57 kilograms), Men",23,Boxing
21155,"Olympic Distance, Men",25,Triathlon
31674,"Softball, Women",26,Softball
51941,"Small-Bore Rifle, Three Positions, 50 metres, Men",25,Shooting
117525,"Épée, Team, Women",26,Fencing
67585,"Group, Women",26,Rhythmic Gymnastics
351000,"Olympic Distance, Men",59,Triathlon
10288,"One Person Dinghy (Finn), Men",23,Sailing
65508,"Long Jump, Men",25,Athletics
51746,"Rapid-Fire Pistol, 25 metres, Open",20,Shooting
313033,"Floor Exercise, Women",54,Artistic Gymnastics
310050,"Team, Open",54,Equestrian Dressage
19017294,"Épée, Team, Women",61,Fencing
104965,"Foil, Individual, Women",20,Fencing
321043,"Free Pistol, 50 metres, Men",54,Shooting
70874,"Rings, Men",26,Artistic Gymnastics
70866,"Floor Exercise, Men",26,Artistic Gymnastics
54216,"Springboard, Men",20,Diving
66064,"800 metres, Men",26,Athletics
255620,"Kayak Doubles, 1,000 metres, Men",20,Canoe Sprint
42650,"Doubles, Women",25,Badminton
19000014,"100 metres Freestyle, Men",61,Swimming
25539,"Heavyweight (≤91 kilograms), Men",21,Boxing
26126,"Flyweight (≤51 kilograms), Men",23,Boxing
18000662,"Team, Women",61,Archery
36235,"Hockey, Women",23,Hockey
353590,"Kayak Fours, 500 metres, Women",59,Canoe Sprint
18000492,"Individual, Men",61,Archery
128135,"Bantamweight, Freestyle (≤57 kilograms), Men",20,Wrestling
19000947,"4 × 400 metres Relay, Mixed",61,Athletics
70685,"Balance Beam, Women",23,Artistic Gymnastics
54228,"Springboard, Men",21,Diving
313039,"Uneven Bars, Women",54,Artistic Gymnastics
313036,"Balance Beam, Women",54,Artistic Gymnastics
105440,"Foil, Individual, Men",21,Fencing
36346,"Hockey, Men",25,Hockey
256235,"Kayak Doubles, 1,000 metres, Men",25,Canoe Sprint
7751,"400 metres Individual Medley, Men",23,Swimming
34016,"Football, Men",22,Football
52014,"Double Trap, Men",26,Shooting
66009,"100 metres, Men",26,Athletics
62772,"4 x 100 metres Relay, Men",21,Athletics
9081,"4 x 100 metres Freestyle Relay, Women",26,Swimming
259997,"Balance Beam, Women",53,Artistic Gymnastics
70625,"Uneven Bars, Women",22,Artistic Gymnastics
19008478,"Coxed Eights, Men",61,Rowing
51869,"Small-Bore Rifle, Three Positions, 50 metres, Women",23,Shooting
351009,"Olympic Distance, Women",59,Triathlon
19000117,"100 metres Butterfly, Men",61,Swimming
133925,"Super-Heavyweight, Freestyle (≤120 kilograms), Men",26,Wrestling
19806,"Heavyweight (>78 kilograms), Women",26,Judo
351050,"Individual, Women",59,Rhythmic Gymnastics
17763,"Lightweight (≤71 kilograms), Men",24,Judo
51850,"Trap, Open",23,Shooting
70528,"Team All-Around, Men",21,Artistic Gymnastics
901202,"1,500 metres Wheelchair, Men",24,Athletics
154879,"Individual Time Trial, Men",24,Cycling Road
62761,"3,000 metres Steeplechase, Men",21,Athletics
8085,"200 metres Individual Medley, Men",24,Swimming
263781,"Light-Heavyweight, Greco-Roman (≤84 kilograms), Men",53,Wrestling
159879,"Lightweight Double Sculls, Women",26,Rowing
66239,"Discus Throw, Men",26,Athletics
259018,"Points Race, Women",53,Cycling Track
321009,"Skeet, Women",54,Shooting
7421,"4 x 200 metres Freestyle Relay, Men",22,Swimming
10236,"Two Person Heavyweight Dinghy (Flying Dutchman), Open",22,Sailing
130887,"Flyweight, Freestyle (≤52 kilograms), Men",23,Wrestling
19009329,"Welterweight, Greco-Roman (≤67 kilograms), Men",61,Wrestling
359267,"Javelin Throw, Women",59,Athletics
257120,"Team, Women",53,Archery
51980,"Skeet, Women",25,Shooting
65912,"Discus Throw, Women",25,Athletics
28058,"Welterweight (≤80 kilograms), Men",25,Taekwondo
8567,"100 metres Freestyle, Women",25,Swimming
353508,"Canadian Singles, 200 metres, Men",59,Canoe Sprint
128533,"Featherweight, Greco-Roman (≤62 kilograms), Men",20,Wrestling
9009,"200 metres Backstroke, Women",26,Swimming
311071,"Sabre, Individual, Men",54,Fencing
7919,"200 metres Individual Medley, Women",23,Swimming
258802,"Canadian Doubles, 500 metres, Men",53,Canoe Sprint
70601,"Rings, Men",22,Artistic Gymnastics
9043,"100 metres Butterfly, Women",26,Swimming
257632,"100 metres Hurdles, Women",53,Athletics
70788,"Horizontal Bar, Men",25,Artistic Gymnastics
64053,"Marathon, Men",23,Athletics
358560,"100 metres, Men",59,Athletics
113974,"Foil, Individual, Women",23,Fencing
131061,"Lightweight, Freestyle (≤68 kilograms), Men",23,Wrestling
7853,"800 metres Freestyle, Women",23,Swimming
66138,"4 x 400 metres Relay, Men",26,Athletics
70655,"Parallel Bars, Men",23,Artistic Gymnastics
19000464,"3,000 metres Steeplechase, Men",61,Athletics
358682,"20 kilometres Race Walk, Men",59,Athletics
19009177,"Horse Vault, Women",61,Artistic Gymnastics
65425,"400 metres Hurdles, Men",25,Athletics
62520,"100 metres Hurdles, Women",20,Athletics
10970,"Windsurfer (Mistral), Men",26,Sailing
255775,"Kayak Doubles, 500 metres, Women",21,Canoe Sprint
331036,"Featherweight (≤62 kilograms), Men",54,Weightlifting
18566,"Half-Middleweight (≤81 kilograms), Men",25,Judo
257670,"High Jump, Women",53,Athletics
51896,"Running Target, 10 metres, Men",24,Shooting
323006,"Team, Women",54,Artistic Swimming
19017009,"Foil, Individual, Women",61,Fencing
51761,"Small-Bore Rifle, Prone, 50 metres, Men",21,Shooting
258840,"Kayak Singles, 500 metres, Women",53,Canoe Sprint
16385,"Heavyweight (>95 kilograms), Men",21,Judo
357170,"50 metres Freestyle, Women",59,Swimming
19004957,"Keirin, Men",61,Cycling Track
24962,"Lightweight (≤60 kilograms), Men",20,Boxing
357898,"Foil, Individual, Women",59,Fencing
357219,"800 metres Freestyle, Women",59,Swimming
64801,"High Jump, Men",24,Athletics
261660,"4 x 100 metres Medley Relay, Men",53,Swimming
19001396,"Hockey, Women",61,Hockey
7131,"100 metres Freestyle, Women",21,Swimming
322262,"100 metres Freestyle, Women",54,Swimming
901267,"Sanshou (≤56 kilograms), Men",53,Wushu
133842,"Light-Heavyweight, Freestyle (≤84 kilograms), Men",26,Wrestling
115669,"Épée, Team, Women",24,Fencing
308111,"Cross-Country, Women",54,Cycling Mountain Bike
901260,"Jianshu & Qiangshu, Men",53,Wushu
356997,"100 metres Freestyle, Men",59,Swimming
261419,"Small-Bore Rifle, Three Positions, 50 metres, Women",53,Shooting
327009,"Olympic Distance, Men",54,Triathlon
154720,"Individual Pursuit, 4,000 metres, Men",23,Cycling Track
8138,"4 x 100 metres Medley Relay, Men",24,Swimming
901207,"800 metres Wheelchair, Women",26,Athletics
260872,"Heavyweight (>78 kilograms), Women",53,Judo
51860,"Air Pistol, 10 metres, Women",23,Shooting
322214,"4 x 200 metres Freestyle Relay, Women",54,Swimming
262321,"Individual, Men",53,Trampolining
261748,"200 metres Backstroke, Women",53,Swimming
19000482,"High Jump, Men",61,Athletics
358794,"Discus Throw, Men",59,Athletics
185497,"Team, Open",25,Equestrian Dressage
19008433,"Double Sculls, Men",61,Rowing
29897,"Bantamweight (≤56 kilograms), Men",22,Weightlifting
358683,"50 kilometres Race Walk, Men",59,Athletics
18001382,"Middleweight (≤70 kilograms), Women",61,Judo
27718,"Super-Heavyweight (>91 kilograms), Men",26,Boxing
7596,"4 x 100 metres Medley Relay, Women",22,Swimming
26012,"Light-Heavyweight (≤81 kilograms), Men",22,Boxing
34057,"Football, Men",23,Football
159765,"Coxless Pairs, Men",26,Rowing
353205,"Singles, Men",59,Tennis
8245,"100 metres Butterfly, Women",24,Swimming
133802,"Middleweight, Freestyle (≤74 kilograms), Men",26,Wrestling
63556,"Hammer Throw, Men",22,Athletics
329000,"Volleyball, Men",54,Volleyball
900622,"Featherweight (≤64 kilograms), Men",22,Taekwondo
901258,"Daoshu & Gunshu, Men",53,Wushu
66222,"Shot Put, Men",26,Athletics
45876,"Singles, Men",26,Tennis
65559,"Discus Throw, Men",25,Athletics
356963,"BMX, Women",59,Cycling BMX Racing
262237,"Featherweight (≤57 kilograms), Women",53,Taekwondo
65407,"Marathon, Men",25,Athletics
17504,"Middleweight (≤66 kilograms), Women",23,Judo
263060,"Super-Heavyweight (>105 kilograms), Men",53,Weightlifting
31058,"Beach Volleyball, Women",24,Beach Volleyball
42107,"Singles, Women",23,Badminton
51838,"Small-Bore Rifle, Prone, 50 metres, Men",23,Shooting
8466,"200 metres Butterfly, Men",25,Swimming
332736,"Middleweight, Freestyle (≤63 kilograms), Women",54,Wrestling
114759,"Sabre, Individual, Men",24,Fencing
259967,"Horse Vault, Men",53,Artistic Gymnastics
40729,"Team, Women",22,Archery
29996,"Featherweight (≤60 kilograms), Men",23,Weightlifting
259681,"Épée, Individual, Women",53,Fencing
261674,"50 metres Freestyle, Women",53,Swimming
159498,"Quadruple Sculls, Women",24,Rowing
8996,"100 metres Backstroke, Women",26,Swimming
17947,"Half-Heavyweight (≤95 kilograms), Men",24,Judo
331009,"Featherweight (≤53 kilograms), Women",54,Weightlifting
332690,"Lightweight, Freestyle (≤55 kilograms), Women",54,Wrestling
19000773,"4 × 100 metres Relay, Women",61,Athletics
7164,"100 metres Backstroke, Women",21,Swimming
357247,"100 metres Breaststroke, Women",59,Swimming
302000,"10,000 metres, Women",54,Athletics
260734,"Half-Middleweight (≤63 kilograms), Women",53,Judo
10452,"One Person Dinghy (Finn), Men",24,Sailing
154675,"Sprint, Men",23,Cycling Track
256285,"Canadian Doubles, Slalom, Men",25,Canoe Slalom
158974,"Single Sculls, Women",21,Rowing
353194,"Duet, Women",59,Artistic Swimming
42000,"Singles, Men",23,Badminton
322023,"4 x 100 metres Freestyle Relay, Women",54,Swimming
7394,"400 metres Individual Medley, Men",22,Swimming
395729,"Double Trap, Men",59,Shooting
358040,"Épée, Team, Women",59,Fencing
37710,"Volleyball, Women",25,Volleyball
19002110,"Middleweight (≤64 kilograms), Women",61,Weightlifting
19000129,"200 metres Butterfly, Men",61,Swimming
18001340,"Half-Middleweight (≤63 kilograms), Women",61,Judo
358748,"Triple Jump, Men",59,Athletics
353669,"Team All-Around, Women",59,Artistic Gymnastics
128564,"Lightweight, Greco-Roman (≤68 kilograms), Men",20,Wrestling
107851,"Foil, Individual, Women",21,Fencing
113130,"Épée, Team, Men",23,Fencing
65772,"Marathon, Women",25,Athletics
19000734,"5,000 metres, Women",61,Athletics
62749,"400 metres Hurdles, Men",21,Athletics
19001285,"Basketball, Women",61,Basketball
106415,"Foil, Team, Men",21,Fencing
19000181,"100 metres Freestyle, Women",61,Swimming
63350,"1,500 metres, Men",22,Athletics
134346,"Heavyweight, Freestyle (≤72 kilograms), Women",26,Wrestling
19009187,"Balance Beam, Women",61,Artistic Gymnastics
7671,"100 metres Backstroke, Men",23,Swimming
255757,"Canadian Doubles, 500 metres, Men",21,Canoe Sprint
64866,"Triple Jump, Men",24,Athletics
158943,"Coxed Pairs, Men",21,Rowing
353542,"Canadian Singles, Slalom, Men",59,Canoe Slalom
155045,"Road Race, Individual, Women",25,Cycling Road
19717,"Middleweight (≤70 kilograms), Women",26,Judo
40616,"Individual, Women",20,Archery
155010,"500 metres Time Trial, Women",25,Cycling Track
70760,"Team All-Around, Men",25,Artistic Gymnastics
355174,"Heavyweight (>78 kilograms), Women",59,Judo
263123,"Super-Heavyweight (>75 kilograms), Women",53,Weightlifting
154880,"Cross-Country, Men",24,Cycling Mountain Bike
41249,"Team, Women",25,Archery
8235,"200 metres Breaststroke, Women",24,Swimming
7880,"100 metres Breaststroke, Women",23,Swimming
19005637,"Featherweight (52-57 kilograms), Men",61,Boxing
65402,"10,000 metres, Men",25,Athletics
302148,"400 metres, Men",54,Athletics
256163,"Canadian Singles, Slalom, Men",24,Canoe Slalom
355818,"Featherweight, Freestyle (≤53 kilograms), Women",59,Wrestling
21164,"Olympic Distance, Women",25,Triathlon
322373,"10 kilometres Open Water, Women",54,Marathon Swimming
128376,"Heavyweight, Freestyle (≤100 kilograms), Men",20,Wrestling
900702,"Heavyweight (>83 kilograms), Men",22,Taekwondo
62770,"20 kilometres Race Walk, Men",21,Athletics
258931,"Keirin, Men",53,Cycling Track
357860,"Sabre, Individual, Men",59,Fencing
50261,"Individual, Men",24,Modern Pentathlon
257805,"Javelin Throw, Women",53,Athletics
357044,"100 metres Backstroke, Men",59,Swimming
50297,"Individual, Women",26,Modern Pentathlon
29825,"Lightweight (≤67½ kilograms), Men",21,Weightlifting
159848,"Double Sculls, Women",26,Rowing
159686,"Coxless Pairs, Women",25,Rowing
31104,"Beach Volleyball, Men",25,Beach Volleyball
263270,"Middleweight, Freestyle (≤74 kilograms), Men",53,Wrestling
159147,"Coxed Fours, Women",22,Rowing
34626,"Handball, Men",20,Handball
331090,"Heavyweight (≤75 kilograms), Women",54,Weightlifting
154969,"Team Pursuit, 4,000 metres, Men",25,Cycling Track
6928,"400 metres Individual Medley, Women",20,Swimming
10262,"Three Person Keelboat (Soling), Open",22,Sailing
330051,"Water Polo, Women",54,Water Polo
63748,"1,500 metres, Women",22,Athletics
128779,"Flyweight, Freestyle (≤52 kilograms), Men",21,Wrestling
64900,"Discus Throw, Men",24,Athletics
64560,"Javelin Throw, Women",23,Athletics
64221,"Discus Throw, Men",23,Athletics
16912,"Half-Lightweight (≤65 kilograms), Men",23,Judo
63123,"4 x 400 metres Relay, Women",21,Athletics
255739,"Canadian Singles, 500 metres, Men",21,Canoe Sprint
19000336,"10 kilometres Open Water, Men",61,Marathon Swimming
19000863,"Hammer Throw, Women",61,Athletics
317007,"Individual, Women",54,Modern Pentathlon
256241,"Kayak Fours, 1,000 metres, Men",25,Canoe Sprint
155177,"Cross-Country, Women",26,Cycling Mountain Bike
159471,"Single Sculls, Women",24,Rowing
314000,"Handball, Men",54,Handball
47491,"Doubles, Women",23,Table Tennis
159011,"Eights, Women",21,Rowing
62299,"High Jump, Men",20,Athletics
63049,"200 metres, Women",21,Athletics
901201,"800 metres Wheelchair, Women",23,Athletics
353314,"Singles, Women",59,Tennis
70719,"Pommelled Horse, Men",24,Artistic Gymnastics
302357,"800 metres, Men",54,Athletics
131644,"Welterweight, Greco-Roman (≤74 kilograms), Men",23,Wrestling
354505,"Half-Lightweight (≤66 kilograms), Men",59,Judo
321023,"Double Trap, Men",54,Shooting
19012164,"Individual, Open",61,Equestrian Dressage
259335,"Sabre, Individual, Men",53,Fencing
358406,"Individual, Open",59,Equestrian Dressage
130094,"Light-Heavyweight, Freestyle (≤90 kilograms), Men",22,Wrestling
159284,"Single Sculls, Women",23,Rowing
332597,"Super-Heavyweight, Freestyle (≤120 kilograms), Men",54,Wrestling
159309,"Quadruple Sculls, Women",23,Rowing
70586,"Team All-Around, Men",22,Artistic Gymnastics
7870,"200 metres Backstroke, Women",23,Swimming
256116,"Kayak Fours, 1,000 metres, Men",24,Canoe Sprint
70737,"Floor Exercise, Women",24,Artistic Gymnastics
33975,"Football, Men",21,Football
103887,"Sabre, Individual, Men",20,Fencing
70825,"Uneven Bars, Women",25,Artistic Gymnastics
322107,"100 metres Breaststroke, Women",54,Swimming
259046,"Springboard, Men",53,Diving
255751,"Canadian Singles, 1,000 metres, Men",21,Canoe Sprint
18000728,"Air Rifle, 10 metres, Men",61,Shooting
261212,"Two Person Keelboat (Star), Men",53,Sailing
7372,"200 metres Butterfly, Men",22,Swimming
306066,"Beach Volleyball, Men",54,Beach Volleyball
25438,"Light-Middleweight (≤71 kilograms), Men",21,Boxing
356867,"Individual Time Trial, Women",59,Cycling Road
51786,"Free Pistol, 50 metres, Men",22,Shooting
26718,"Light-Welterweight (≤63.5 kilograms), Men",24,Boxing
29942,"Middle-Heavyweight (≤90 kilograms), Men",22,Weightlifting
30159,"Bantamweight (≤56 kilograms), Men",25,Weightlifting
355220,"Featherweight, Freestyle (≤57 kilograms), Men",59,Wrestling
327000,"Olympic Distance, Women",54,Triathlon
15962,"Half-Heavyweight (≤95 kilograms), Men",20,Judo
353532,"Canadian Doubles, 1,000 metres, Men",59,Canoe Sprint
302226,"1,500 metres, Men",54,Athletics
129703,"Bantamweight, Freestyle (≤57 kilograms), Men",22,Wrestling
17191,"Half-Heavyweight (≤95 kilograms), Men",23,Judo
10054,"Two Person Heavyweight Dinghy (Flying Dutchman), Open",20,Sailing
351326,"Featherweight (≤68 kilograms), Men",59,Taekwondo
19000228,"4 x 100 metres Freestyle Relay, Women",61,Swimming
51994,"Air Rifle, 10 metres, Men",26,Shooting
328079,"Singles, Men",54,Table Tennis
16988,"Lightweight (≤71 kilograms), Men",23,Judo
19005785,"Light-Heavyweight (75-81 kilograms), Men",61,Boxing
901266,"Taijiquan & Taijijuan, Women",53,Wushu
900553,"Heavyweight (>72 kilograms), Women",22,Judo
259973,"Horizontal Bar, Men",53,Artistic Gymnastics
66205,"Triple Jump, Men",26,Athletics
154781,"Individual Pursuit, 3,000 metres, Women",23,Cycling Track
7480,"200 metres Freestyle, Women",22,Swimming
305353,"Super-Heavyweight (>91 kilograms), Men",54,Boxing
260951,"Single Sculls, Men",53,Rowing
316192,"Half-Lightweight (≤52 kilograms), Women",54,Judo
7064,"200 metres Individual Medley, Men",21,Swimming
62625,"100 metres, Men",21,Athletics
321012,"Air Rifle, 10 metres, Men",54,Shooting
19003172,"Individual, Women",61,Modern Pentathlon
18000470,"Team, Mixed",61,Archery
64509,"Long Jump, Women",23,Athletics
19006314,"Kayak Singles, Slalom, Men",61,Canoe Slalom
128645,"Middleweight, Greco-Roman (≤82 kilograms), Men",20,Wrestling
19000481,"50 kilometres Race Walk, Men",61,Athletics
255990,"Canadian Singles, 500 metres, Men",23,Canoe Sprint
129845,"Lightweight, Freestyle (≤68 kilograms), Men",22,Wrestling
900493,"Extra-Lightweight (≤48 kilograms), Women",22,Judo
356002,"Heavyweight, Freestyle (≤75 kilograms), Women",59,Wrestling
19001150,"Volleyball, Men",61,Volleyball
358638,"10,000 metres, Men",59,Athletics
54231,"Platform, Men",21,Diving
70644,"Team All-Around, Men",23,Artistic Gymnastics
42541,"Doubles, Men",25,Badminton
256310,"Kayak Singles, Slalom, Women",25,Canoe Slalom
9032,"200 metres Breaststroke, Women",26,Swimming
901206,"1,500 metres Wheelchair, Men",26,Athletics
64778,"50 kilometres Race Walk, Men",24,Athletics
27356,"Super-Heavyweight (>91 kilograms), Men",25,Boxing
261411,"Sporting Pistol, 25 metres, Women",53,Shooting
37805,"Volleyball, Women",26,Volleyball
108952,"Épée, Individual, Men",22,Fencing
19000261,"100 metres Breaststroke, Women",61,Swimming
50243,"Individual, Men",23,Modern Pentathlon
16754,"Half-Heavyweight (≤95 kilograms), Men",22,Judo
356085,"One Person Dinghy (Laser), Men",59,Sailing
359067,"100 metres Hurdles, Women",59,Athletics
900428,"Singles, Women",21,Tennis
65048,"200 metres, Women",24,Athletics
62930,"Javelin Throw, Men",21,Athletics
66188,"Long Jump, Men",26,Athletics
16038,"Open Class, Men",20,Judo
37610,"Volleyball, Women",24,Volleyball
43521,"Team, Women",24,Artistic Swimming
130944,"Bantamweight, Freestyle (≤57 kilograms), Men",23,Wrestling
7890,"200 metres Breaststroke, Women",23,Swimming
18000751,"Air Rifle, 10 metres, Women",61,Shooting
18000766,"Air Pistol, 10 metres, Team, Mixed",61,Shooting
130430,"Featherweight, Greco-Roman (≤62 kilograms), Men",22,Wrestling
185418,"Team, Open",23,Equestrian Dressage
19625,"Lightweight (≤57 kilograms), Women",26,Judo
62535,"High Jump, Women",20,Athletics
154921,"1,000 metres Time Trial, Men",25,Cycling Track
133681,"Featherweight, Freestyle (≤55 kilograms), Men",26,Wrestling
261784,"100 metres Butterfly, Women",53,Swimming
19241,"Lightweight (≤73 kilograms), Men",26,Judo
321037,"Small-Bore Rifle, Three Positions, 50 metres, Women",54,Shooting
901199,"800 metres Wheelchair, Women",22,Athletics
353639,"Horse Vault, Men",59,Artistic Gymnastics
8518,"4 x 200 metres Freestyle Relay, Men",25,Swimming
6870,"200 metres Freestyle, Women",20,Swimming
34853,"Handball, Women",23,Handball
159668,"Double Sculls, Women",25,Rowing
259199,"Épée, Team, Men",53,Fencing
8500,"4 x 100 metres Freestyle Relay, Men",25,Swimming
19000318,"400 metres Individual Medley, Women",61,Swimming
29760,"Middle-Heavyweight (≤90 kilograms), Men",20,Weightlifting
70794,"Individual All-Around, Women",25,Artistic Gymnastics
115984,"Sabre, Individual, Men",25,Fencing
159001,"Coxless Pairs, Women",21,Rowing
154560,"Points Race, Men",21,Cycling Track
32920,"Basketball, Men",25,Basketball
25670,"Bantamweight (≤54 kilograms), Men",22,Boxing
259104,"Individual, Open",53,Equestrian Jumping
65704,"200 metres, Women",25,Athletics
900825,"Mano, Doubles (frontón 36 metres), Men",23,Basque pelota
40814,"Individual, Women",23,Archery
258754,"Kayak Singles, 1,000 metres, Men",53,Canoe Sprint
309029,"Synchronized Springboard, Men",54,Diving
322132,"200 metres Freestyle, Women",54,Swimming
159796,"Lightweight Double Sculls, Men",26,Rowing
322069,"4 x 100 metres Freestyle Relay, Men",54,Swimming
256201,"Kayak Singles, Slalom, Women",24,Canoe Slalom
159415,"Coxless Fours, Men",24,Rowing
62529,"4 x 100 metres Relay, Women",20,Athletics
65408,"110 metres Hurdles, Men",25,Athletics
259382,"Sabre, Team, Men",53,Fencing
42802,"Singles, Women",26,Badminton
158914,"Double Sculls, Men",21,Rowing
310021,"Team, Open",54,Equestrian Jumping
19000061,"4 x 100 metres Freestyle Relay, Men",61,Swimming
356670,"Flyweight (48-51 kilograms), Women",59,Boxing
262331,"Olympic Distance, Men",53,Triathlon
67567,"Group, Women",25,Rhythmic Gymnastics
40687,"Team, Men",22,Archery
30206,"Middle-Heavyweight (≤94 kilograms), Men",25,Weightlifting
64419,"1,500 metres, Women",23,Athletics
134175,"Heavyweight, Greco-Roman (≤96 kilograms), Men",26,Wrestling
19005600,"Flyweight (48-52 kilograms), Men",61,Boxing
19000785,"High Jump, Women",61,Athletics
51881,"Free Pistol, 50 metres, Men",24,Shooting
261625,"400 metres Individual Medley, Men",53,Swimming
11138,"Multihull (Tornado), Open",26,Sailing
305373,"Flyweight (48-51 kilograms), Women",54,Boxing
8641,"200 metres Breaststroke, Women",25,Swimming
66549,"Pole Vault, Women",26,Athletics
154961,"Individual Pursuit, 4,000 metres, Men",25,Cycling Track
18001256,"Half-Lightweight (≤52 kilograms), Women",61,Judo
64849,"Long Jump, Men",24,Athletics
261393,"Small-Bore Rifle, Three Positions, 50 metres, Men",53,Shooting
30032,"Middle-Heavyweight (≤90 kilograms), Men",23,Weightlifting
131000,"Featherweight, Freestyle (≤62 kilograms), Men",23,Wrestling
357088,"100 metres Butterfly, Men",59,Swimming
354371,"Featherweight (≤53 kilograms), Women",59,Weightlifting
66132,"50 kilometres Race Walk, Men",26,Athletics
357281,"200 metres Butterfly, Women",59,Swimming
115424,"Épée, Individual, Women",24,Fencing
263069,"Flyweight (≤48 kilograms), Women",53,Weightlifting
130271,"Light-Flyweight, Greco-Roman (≤48 kilograms), Men",22,Wrestling
70868,"Horse Vault, Men",26,Artistic Gymnastics
159129,"Quadruple Sculls, Women",22,Rowing
19006332,"Canadian Singles, Slalom, Women",61,Canoe Slalom
255967,"Kayak Doubles, 1,000 metres, Men",23,Canoe Sprint
70661,"Pommelled Horse, Men",23,Artistic Gymnastics
901154,"Lightweight (≤ 60 kilograms), Women",23,Taekwondo
262153,"Welterweight (≤80 kilograms), Men",53,Taekwondo
6765,"400 metres Freestyle, Men",20,Swimming
7929,"400 metres Individual Medley, Women",23,Swimming
17886,"Middleweight (≤86 kilograms), Men",24,Judo
256430,"Kayak Singles, Slalom, Women",26,Canoe Slalom
261573,"200 metres Breaststroke, Men",53,Swimming
257553,"100 metres, Women",53,Athletics
27411,"Flyweight (≤51 kilograms), Men",26,Boxing
17640,"Extra-Lightweight (≤60 kilograms), Men",24,Judo
90016749,"Doubles, Men",22,Badminton
395960,"Singles, Women",59,Table Tennis
7844,"400 metres Freestyle, Women",23,Swimming
34684,"Handball, Men",21,Handball
155046,"Individual Time Trial, Women",25,Cycling Road
19004600,"Singles, Men",61,Tennis
7796,"4 x 100 metres Medley Relay, Men",23,Swimming
54268,"Platform, Men",24,Diving
24996,"Light-Welterweight (≤63.5 kilograms), Men",20,Boxing
8439,"200 metres Breaststroke, Men",25,Swimming
64054,"110 metres Hurdles, Men",23,Athletics
8015,"1,500 metres Freestyle, Men",24,Swimming
356374,"Bantamweight (≤56 kilograms), Men",59,Boxing
64577,"Heptathlon, Women",23,Athletics
128608,"Welterweight, Greco-Roman (≤74 kilograms), Men",20,Wrestling
19008572,"Coxless Fours, Women",61,Rowing
45211,"Doubles, Women",22,Tennis
322165,"4 x 200 metres Freestyle Relay, Men",54,Swimming
159527,"Lightweight Double Sculls, Women",24,Rowing
311000,"Foil, Individual, Women",54,Fencing
52020,"Air Pistol, 10 metres, Women",26,Shooting
901055,"Featherweight (≤64 kilograms), Men",23,Taekwondo
129222,"Flyweight, Greco-Roman (≤52 kilograms), Men",21,Wrestling
17701,"Half-Lightweight (≤65 kilograms), Men",24,Judo
18380,"Extra-Lightweight (≤60 kilograms), Men",25,Judo
19009184,"Uneven Bars, Women",61,Artistic Gymnastics
65179,"Long Jump, Women",24,Athletics
395703,"Rapid-Fire Pistol, 25 metres, Men",59,Shooting
51932,"Free Pistol, 50 metres, Men",25,Shooting
351240,"Team, Women",59,Archery
154446,"Road Race, Individual, Men",20,Cycling Road
65230,"Discus Throw, Women",24,Athletics
7181,"100 metres Breaststroke, Women",21,Swimming
257338,"Triple Jump, Men",53,Athletics
11012,"Two Person Dinghy (470), Men",26,Sailing
40631,"Individual, Men",21,Archery
132293,"Light-Heavyweight, Freestyle (≤90 kilograms), Men",24,Wrestling
36262,"Hockey, Men",24,Hockey
19005822,"Heavyweight (81-91 kilograms), Men",61,Boxing
359221,"Discus Throw, Women",59,Athletics
258495,"Light-Heavyweight (≤81 kilograms), Men",53,Boxing
7022,"100 metres Breaststroke, Men",21,Swimming
900906,"Paleta Goma, Doubles (trinquete), Men",23,Basque pelota
130789,"Super-Heavyweight, Greco-Roman (≤130 kilograms), Men",22,Wrestling
63952,"100 metres, Men",23,Athletics
356741,"Individual Time Trial, Men",59,Cycling Road
