result_id,event_title,edition_id,sport
154918,"Road Race, Individual, Women",24,Cycling Road
36002,"Hockey, Men",20,Hockey
8412,"200 metres Backstroke, Men",25,Swimming
64355,"100 metres, Women",23,Athletics
132724,"Welterweight, Greco-Roman (≤74 kilograms), Men",24,Wrestling
356798,"Team Sprint, Men",59,Cycling Track
154920,"Cross-Country, Women",24,Cycling Mountain Bike
26681,"Lightweight (≤60 kilograms), Men",24,Boxing
159743,"Double Sculls, Men",26,Rowing
16446,"Extra-Lightweight (≤60 kilograms), Men",22,Judo
51781,"Rapid-Fire Pistol, 25 metres, Men",22,Shooting
134093,"Middleweight, Greco-Roman (≤74 kilograms), Men",26,Wrestling
48369,"Singles, Men",26,Table Tennis
302423,"Triple Jump, Men",54,Athletics
19004188,"Doubles, Mixed",61,Table Tennis
263407,"Super-Heavyweight, Freestyle (≤120 kilograms), Men",53,Wrestling
63799,"4 x 400 metres Relay, Women",22,Athletics
19004109,"Team, Women",61,Table Tennis
29797,"Flyweight (≤52 kilograms), Men",21,Weightlifting
28174,"Welterweight (≤67 kilograms), Women",25,Taekwondo
259054,"Synchronized Springboard, Men",53,Diving
256376,"Canadian Doubles, 500 metres, Men",26,Canoe Sprint
19009387,"Light-Heavyweight, Greco-Roman (≤87 kilograms), Men",61,Wrestling
8676,"200 metres Individual Medley, Women",25,Swimming
67556,"Individual, Women",25,Rhythmic Gymnastics
260915,"Individual, Men",53,Modern Pentathlon
7899,"100 metres Butterfly, Women",23,Swimming
900810,"Mano, Singles (frontón 36 metres), Men",23,Basque pelota
316594,"Heavyweight (>78 kilograms), Women",54,Judo
19005395,"Doubles, Women",61,Badminton
357325,"4 x 200 metres Freestyle Relay, Women",59,Swimming
357055,"200 metres Backstroke, Men",59,Swimming
66523,"High Jump, Women",26,Athletics
10828,"Multihull (Tornado), Open",25,Sailing
185553,"Team, Open",26,Equestrian Jumping
308200,"Sprint, Women",54,Cycling Track
109764,"Foil, Team, Men",22,Fencing
70889,"Team All-Around, Women",26,Artistic Gymnastics
18001172,"Heavyweight (>100 kilograms), Men",61,Judo
65788,"400 metres Hurdles, Women",25,Athletics
66490,"100 metres Hurdles, Women",26,Athletics
25117,"Light-Heavyweight (≤81 kilograms), Men",20,Boxing
128095,"Flyweight, Freestyle (≤52 kilograms), Men",20,Wrestling
25263,"Featherweight (≤57 kilograms), Men",21,Boxing
315045,"Hockey, Women",54,Hockey
128760,"Light-Flyweight, Freestyle (≤48 kilograms), Men",21,Wrestling
19009677,"Featherweight, Freestyle (≤53 kilograms), Women",61,Wrestling
66483,"5,000 metres, Women",26,Athletics
65114,"Marathon, Women",24,Athletics
131707,"Middleweight, Greco-Roman (≤82 kilograms), Men",23,Wrestling
19000767,"3,000 metres Steeplechase, Women",61,Athletics
6821,"200 metres Butterfly, Men",20,Swimming
30041,"Heavyweight I (≤100 kilograms), Men",23,Weightlifting
263015,"Lightweight (≤69 kilograms), Men",53,Weightlifting
354004,"Eights, Men",59,Rowing
322251,"200 metres Individual Medley, Men",54,Swimming
355726,"Super-Heavyweight, Greco-Roman (≤130 kilograms), Men",59,Wrestling
356980,"50 metres Freestyle, Men",59,Swimming
70487,"Pommelled Horse, Men",20,Artistic Gymnastics
302326,"Long Jump, Women",54,Athletics
51847,"Running Target, 10 metres, Men",23,Shooting
19001580,"Water Polo, Men",61,Water Polo
19004430,"Featherweight (≤57 kilograms), Women",61,Taekwondo
158849,"Eights, Men",20,Rowing
128674,"Light-Heavyweight, Greco-Roman (≤90 kilograms), Men",20,Wrestling
358840,"Javelin Throw, Men",59,Athletics
19009130,"Floor Exercise, Men",61,Artistic Gymnastics
260050,"Handball, Women",53,Handball
356781,"Keirin, Men",59,Cycling Track
43500,"Solo, Women",21,Artistic Swimming
324180,"Doubles, Women",54,Tennis
357013,"200 metres Freestyle, Men",59,Swimming
65895,"Shot Put, Women",25,Athletics
19002279,"Synchronized Platform, Men",61,Diving
901033,"Flyweight (≤54 kilograms), Men",23,Taekwondo
316678,"Heavyweight (>100 kilograms), Men",54,Judo
351404,"Flyweight (≤49 kilograms), Women",59,Taekwondo
29852,"Middle-Heavyweight (≤90 kilograms), Men",21,Weightlifting
359290,"Heptathlon, Women",59,Athletics
155007,"Road Race, Individual, Men",25,Cycling Road
158876,"Coxed Quadruple Sculls, Women",20,Rowing
70481,"Parallel Bars, Men",20,Artistic Gymnastics
8989,"800 metres Freestyle, Women",26,Swimming
331018,"Bantamweight (≤56 kilograms), Men",54,Weightlifting
36312,"Hockey, Women",24,Hockey
19000164,"50 metres Freestyle, Women",61,Swimming
63590,"Decathlon, Men",22,Athletics
63867,"Discus Throw, Women",22,Athletics
62557,"Long Jump, Women",20,Athletics
19002092,"Featherweight (≤55 kilograms), Women",61,Weightlifting
159162,"Single Sculls, Men",23,Rowing
10132,"Two Person Dinghy (470), Open",21,Sailing
900492,"Individual, Women",22,Bowling
27229,"Light-Middleweight (≤71 kilograms), Men",25,Boxing
7435,"4 x 100 metres Medley Relay, Men",22,Swimming
257142,"100 metres, Men",53,Athletics
321015,"Skeet, Men",54,Shooting
70547,"Individual All-Around, Women",21,Artistic Gymnastics
18000740,"Skeet, Men",61,Shooting
62259,"110 metres Hurdles, Men",20,Athletics
26163,"Bantamweight (≤54 kilograms), Men",23,Boxing
155137,"Cross-Country, Men",26,Cycling Mountain Bike
19002065,"Heavyweight (≤109 kilograms), Men",61,Weightlifting
130552,"Welterweight, Greco-Roman (≤74 kilograms), Men",22,Wrestling
255769,"Kayak Singles, 500 metres, Women",21,Canoe Sprint
258532,"Heavyweight (≤91 kilograms), Men",53,Boxing
354013,"Lightweight Double Sculls, Men",59,Rowing
30141,"Heavyweight II (≤108 kilograms), Men",24,Weightlifting
16178,"Lightweight (≤71 kilograms), Men",21,Judo
257406,"Javelin Throw, Men",53,Athletics
255848,"Canadian Singles, 500 metres, Men",22,Canoe Sprint
26067,"Super-Heavyweight (>91 kilograms), Men",22,Boxing
357395,"Rugby Sevens, Women",59,Rugby Sevens
70674,"Team All-Around, Women",23,Artistic Gymnastics
132666,"Lightweight, Greco-Roman (≤68 kilograms), Men",24,Wrestling
353953,"Double Sculls, Men",59,Rowing
62287,"50 kilometres Race Walk, Men",20,Athletics
19001350,"Hockey, Men",61,Hockey
261545,"200 metres Backstroke, Men",53,Swimming
130374,"Bantamweight, Greco-Roman (≤57 kilograms), Men",22,Wrestling
6877,"400 metres Freestyle, Women",20,Swimming
259115,"Team, Open",53,Equestrian Jumping
47930,"Doubles, Women",24,Table Tennis
51977,"Double Trap, Women",25,Shooting
263051,"Heavyweight (≤105 kilograms), Men",53,Weightlifting
256014,"Canadian Doubles, 500 metres, Men",23,Canoe Sprint
36185,"Hockey, Men",23,Hockey
358725,"Long Jump, Men",59,Athletics
260924,"Individual, Women",53,Modern Pentathlon
331063,"Light-Heavyweight (≤69 kilograms), Women",54,Weightlifting
262997,"Bantamweight (≤56 kilograms), Men",53,Weightlifting
302376,"50 kilometres Race Walk, Men",54,Athletics
9054,"200 metres Butterfly, Women",26,Swimming
255925,"Kayak Singles, 500 metres, Men",23,Canoe Sprint
19001701,"Individual Time Trial, Men",61,Cycling Road
66095,"Marathon, Men",26,Athletics
311284,"Épée, Individual, Men",54,Fencing
353868,"Platform, Women",59,Diving
64526,"Shot Put, Women",23,Athletics
309020,"Synchronized Platform, Women",54,Diving
358863,"Decathlon, Men",59,Athletics
185361,"Individual, Open",22,Equestrian Eventing
154371,"Sprint, Men",20,Cycling Track
47135,"Singles, Men",23,Table Tennis
10184,"One Person Dinghy (Finn), Open",22,Sailing
19005112,"Team Pursuit, 4,000 metres, Women",61,Cycling Track
259098,"Team, Open",53,Equestrian Dressage
185395,"Individual, Open",23,Equestrian Eventing
353636,"Floor Exercise, Men",59,Artistic Gymnastics
355090,"Middleweight (≤70 kilograms), Women",59,Judo
900799,"Heavyweight (>70 kilograms), Women",22,Taekwondo
133549,"Light-Heavyweight, Greco-Roman (≤85 kilograms), Men",25,Wrestling
63097,"Marathon, Women",21,Athletics
28314,"Heavyweight (>80 kilograms), Men",26,Taekwondo
185464,"Team, Open",24,Equestrian Jumping
65767,"10,000 metres, Women",25,Athletics
351300,"Flyweight (≤58 kilograms), Men",59,Taekwondo
261111,"Quadruple Sculls, Women",53,Rowing
42177,"Doubles, Women",23,Badminton
26044,"Heavyweight (≤91 kilograms), Men",22,Boxing
65576,"Hammer Throw, Men",25,Athletics
353548,"Canadian Doubles, Slalom, Men",59,Canoe Slalom
25879,"Welterweight (≤67 kilograms), Men",22,Boxing
70741,"Uneven Bars, Women",24,Artistic Gymnastics
309068,"Springboard, Men",54,Diving
261797,"200 metres Butterfly, Women",53,Swimming
18001576,"Softball, Women",61,Softball
19016188,"Canadian Doubles, 1,000 metres, Men",61,Canoe Sprint
900891,"Mano, Doubles (trinquete), Men",23,Basque pelota
63488,"Long Jump, Men",22,Athletics
255919,"Kayak Fours, 500 metres, Women",22,Canoe Sprint
19000394,"400 metres, Men",61,Athletics
64434,"10,000 metres, Women",23,Athletics
37314,"Volleyball, Women",20,Volleyball
259031,"Cross-Country, Women",53,Cycling Mountain Bike
45037,"Singles, Men",22,Tennis
154525,"Individual Pursuit, 4,000 metres, Men",21,Cycling Track
308048,"Team Pursuit, 4,000 metres, Men",54,Cycling Track
261856,"4 x 100 metres Medley Relay, Women",53,Swimming
130830,"Light-Flyweight, Freestyle (≤48 kilograms), Men",23,Wrestling
70743,"Balance Beam, Women",24,Artistic Gymnastics
70721,"Individual All-Around, Women",24,Artistic Gymnastics
37533,"Volleyball, Women",23,Volleyball
185436,"Team, Open",24,Equestrian Eventing
19009503,"Welterweight, Freestyle (≤65 kilograms), Men",61,Wrestling
159318,"Coxless Pairs, Women",23,Rowing
305037,"Flyweight (≤52 kilograms), Men",54,Boxing
351025,"Individual, Women",59,Trampolining
302288,"110 metres Hurdles, Men",54,Athletics
321034,"Trap, Women",54,Shooting
64238,"Hammer Throw, Men",23,Athletics
354389,"Middleweight (≤63 kilograms), Women",59,Weightlifting
357035,"1,500 metres Freestyle, Men",59,Swimming
133036,"Featherweight, Freestyle (≤58 kilograms), Men",25,Wrestling
331072,"Middleweight (≤77 kilograms), Men",54,Weightlifting
901315,"Sanshou (≤60 kilograms), Women",53,Wushu
256080,"Kayak Singles, 1,000 metres, Men",24,Canoe Sprint
356240,"Skiff (49er FX), Women",59,Sailing
256124,"Canadian Singles, 500 metres, Men",24,Canoe Sprint
63375,"110 metres Hurdles, Men",22,Athletics
19004709,"Singles, Women",61,Tennis
70541,"Horizontal Bar, Men",21,Artistic Gymnastics
65397,"5,000 metres, Men",25,Athletics
70784,"Horse Vault, Men",25,Artistic Gymnastics
322154,"200 metres Individual Medley, Women",54,Swimming
19008746,"Two Person Dinghy (470), Men",61,Sailing
257949,"Basketball, Women",53,Basketball
154922,"Sprint, Men",25,Cycling Track
63076,"800 metres, Women",21,Athletics
154881,"Sprint, Women",24,Cycling Track
263827,"Heavyweight, Greco-Roman (≤96 kilograms), Men",53,Wrestling
19001703,"Individual Time Trial, Women",61,Cycling Road
8390,"1,500 metres Freestyle, Men",25,Swimming
131470,"Bantamweight, Greco-Roman (≤57 kilograms), Men",23,Wrestling
356866,"Road Race, Individual, Women",59,Cycling Road
258871,"Sprint, Men",53,Cycling Track
28145,"Featherweight (≤57 kilograms), Women",25,Taekwondo
63758,"10,000 metres, Women",22,Athletics
115004,"Épée, Team, Men",24,Fencing
6888,"100 metres Backstroke, Women",20,Swimming
64103,"4 x 400 metres Relay, Men",23,Athletics
19000577,"Javelin Throw, Men",61,Athletics
51789,"Air Rifle, 10 metres, Men",22,Shooting
8815,"200 metres Backstroke, Men",26,Swimming
19002056,"Middle-Heavyweight (≤96 kilograms), Men",61,Weightlifting
19008537,"Double Sculls, Women",61,Rowing
65143,"4 x 100 metres Relay, Women",24,Athletics
319094,"Coxless Pairs, Men",54,Rowing
19008486,"Lightweight Double Sculls, Men",61,Rowing
259994,"Uneven Bars, Women",53,Artistic Gymnastics
257692,"Pole Vault, Women",53,Athletics
353818,"Synchronized Springboard, Men",59,Diving
10547,"Two Person Dinghy (470), Women",24,Sailing
901263,"Daoshu & Gunshu, Women",53,Wushu
302405,"20 kilometres Race Walk, Women",54,Athletics
116930,"Épée, Individual, Men",26,Fencing
10119,"Two Person Keelboat (Star), Open",21,Sailing
70545,"Pommelled Horse, Men",21,Artistic Gymnastics
901099,"Heavyweight (>83 kilograms), Men",23,Taekwondo
256247,"Canadian Singles, 500 metres, Men",25,Canoe Sprint
62947,"Decathlon, Men",21,Athletics
320000,"Two Person Keelboat (Star), Men",54,Sailing
63996,"400 metres, Men",23,Athletics
310025,"Individual, Open",54,Equestrian Dressage
158988,"Double Sculls, Women",21,Rowing
63180,"Discus Throw, Women",21,Athletics
9064,"200 metres Individual Medley, Women",26,Swimming
353554,"Kayak Singles, 200 metres, Women",59,Canoe Sprint
158894,"Eights, Women",20,Rowing
19016119,"Kayak Singles, 1,000 metres, Men",61,Canoe Sprint
900733,"Flyweight (≤47 kilograms), Women",22,Taekwondo
351850,"Individual, Men",59,Modern Pentathlon
17060,"Half-Middleweight (≤78 kilograms), Men",23,Judo
900562,"Finweight (≤ 50 kilograms), Men",22,Taekwondo
353693,"Balance Beam, Women",59,Artistic Gymnastics
67522,"Individual, Women",23,Rhythmic Gymnastics
7350,"200 metres Breaststroke, Men",22,Swimming
261632,"4 x 100 metres Freestyle Relay, Men",53,Swimming
358596,"400 metres, Men",59,Athletics
6863,"100 metres Freestyle, Women",20,Swimming
18000400,"Shortboard, Men",61,Surfing
358254,"Sabre, Team, Women",59,Fencing
45299,"Doubles, Men",23,Tennis
395711,"Air Rifle, 10 metres, Men",59,Shooting
901203,"800 metres Wheelchair, Women",24,Athletics
901044,"Bantamweight (≤ 58 kilograms), Men",23,Taekwondo
40981,"Individual, Women",24,Archery
154919,"Individual Time Trial, Women",24,Cycling Road
261233,"Windsurfer (Neil Pryde RS:X), Women",53,Sailing
130015,"Middleweight, Freestyle (≤82 kilograms), Men",22,Wrestling
8866,"200 metres Butterfly, Men",26,Swimming
7692,"100 metres Breaststroke, Men",23,Swimming
62593,"Javelin Throw, Women",20,Athletics
358704,"Pole Vault, Men",59,Athletics
261351,"Skiff (49er), Open",53,Sailing
256104,"Kayak Doubles, 1,000 metres, Men",24,Canoe Sprint
259032,"BMX, Women",53,Cycling BMX Racing
42764,"Doubles, Men",26,Badminton
62288,"4 x 100 metres Relay, Men",20,Athletics
19009300,"Featherweight, Greco-Roman (≤60 kilograms), Men",61,Wrestling
261428,"Skeet, Women",53,Shooting
21178,"Olympic Distance, Women",26,Triathlon
65752,"1,500 metres, Women",25,Athletics
62690,"800 metres, Men",21,Athletics
45511,"Doubles, Men",24,Tennis
356559,"Light-Heavyweight (≤81 kilograms), Men",59,Boxing
132507,"Flyweight, Greco-Roman (≤52 kilograms), Men",24,Wrestling
19002020,"Featherweight (≤61 kilograms), Men",61,Weightlifting
257389,"Hammer Throw, Men",53,Athletics
51878,"Rapid-Fire Pistol, 25 metres, Men",24,Shooting
43514,"Solo, Women",23,Artistic Swimming
128469,"Flyweight, Greco-Roman (≤52 kilograms), Men",20,Wrestling
18000391,"Park, Women",61,Skateboarding
70732,"Team All-Around, Women",24,Artistic Gymnastics
64041,"5,000 metres, Men",23,Athletics
351061,"Group, Women",59,Rhythmic Gymnastics
6883,"800 metres Freestyle, Women",20,Swimming
7403,"4 x 100 metres Freestyle Relay, Men",22,Swimming
54222,"Springboard, Women",20,Diving
45142,"Singles, Women",22,Tennis
30323,"Middleweight (≤77 kilograms), Men",26,Weightlifting
331108,"Super-Heavyweight (>75 kilograms), Women",54,Weightlifting
37278,"Volleyball, Men",20,Volleyball
41271,"Individual, Men",26,Archery
28372,"Featherweight (≤57 kilograms), Women",26,Taekwondo
154448,"1,000 metres Time Trial, Men",21,Cycling Track
36158,"Hockey, Women",22,Hockey
54309,"Synchronized Platform, Men",26,Diving
258993,"Sprint, Women",53,Cycling Track
30050,"Heavyweight II (≤110 kilograms), Men",23,Weightlifting
321018,"Sporting Pistol, 25 metres, Women",54,Shooting
65264,"Heptathlon, Women",24,Athletics
70827,"Balance Beam, Women",25,Artistic Gymnastics
319107,"Quadruple Sculls, Men",54,Rowing
51756,"Skeet, Open",20,Shooting
261735,"100 metres Backstroke, Women",53,Swimming
900755,"Featherweight (≤55 kilograms), Women",22,Taekwondo
41345,"Team, Men",26,Archery
318011,"Group, Women",54,Rhythmic Gymnastics
901265,"Jianshu & Qiangshu, Women",53,Wushu
309009,"Synchronized Platform, Men",54,Diving
19009561,"Light-Heavyweight, Freestyle (≤86 kilograms), Men",61,Wrestling
29788,"Super-Heavyweight (>110 kilograms), Men",20,Weightlifting
354416,"Super-Heavyweight (>75 kilograms), Women",59,Weightlifting
54294,"Platform, Women",25,Diving
10028,"Two Person Keelboat (Star), Open",20,Sailing
354033,"Lightweight Coxless Fours, Men",59,Rowing
7099,"4 x 200 metres Freestyle Relay, Men",21,Swimming
10471,"Windsurfer (Mistral), Men",24,Sailing
307020,"Kayak Singles, Slalom, Women",54,Canoe Slalom
304070,"Doubles, Men",54,Badminton
19001961,"Group, Women",61,Rhythmic Gymnastics
70470,"Team All-Around, Men",20,Artistic Gymnastics
351144,"Team, Men",59,Archery
30422,"Super-Heavyweight (>75 kilograms), Women",26,Weightlifting
328178,"Team, Women",54,Table Tennis
261692,"100 metres Freestyle, Women",53,Swimming
19001105,"Individual, Women",61,Trampolining
258816,"Kayak Singles, Slalom, Men",53,Canoe Slalom
302440,"Pole Vault, Men",54,Athletics
302248,"High Jump, Men",54,Athletics
19006320,"Canadian Singles, Slalom, Men",61,Canoe Slalom
356265,"Multihull (Nacra 17), Mixed",59,Sailing
27265,"Middleweight (≤75 kilograms), Men",25,Boxing
185331,"Individual, Open",21,Equestrian Eventing
900855,"Pala Corta, Doubles (frontón 36 metres), Men",23,Basque pelota
70659,"Rings, Men",23,Artistic Gymnastics
18896,"Lightweight (≤57 kilograms), Women",25,Judo
305222,"Welterweight (≤69 kilograms), Men",54,Boxing
10391,"Two Person Heavyweight Dinghy (Flying Dutchman), Open",23,Sailing
19001710,"Beach Volleyball, Men",61,Beach Volleyball
307094,"Canadian Singles, 200 metres, Men",54,Canoe Sprint
70709,"Floor Exercise, Men",24,Artistic Gymnastics
116178,"Épée, Team, Men",25,Fencing
7537,"200 metres Breaststroke, Women",22,Swimming
257788,"Hammer Throw, Women",53,Athletics
51755,"Trap, Open",20,Shooting
64082,"3,000 metres Steeplechase, Men",23,Athletics
131909,"Light-Flyweight, Freestyle (≤48 kilograms), Men",24,Wrestling
19012000,"Football, Men",61,Football
353979,"Quadruple Sculls, Men",59,Rowing
307065,"Kayak Singles, 200 metres, Men",54,Canoe Sprint
51875,"Air Pistol, 10 metres, Men",24,Shooting
355588,"Middleweight, Greco-Roman (≤75 kilograms), Men",59,Wrestling
29960,"Heavyweight II (≤110 kilograms), Men",22,Weightlifting
66628,"Discus Throw, Women",26,Athletics
128212,"Lightweight, Freestyle (≤68 kilograms), Men",20,Wrestling
155125,"Team Sprint, Men",26,Cycling Track
158831,"Coxless Fours, Men",20,Rowing
308000,"Road Race, Individual, Men",54,Cycling Road
66113,"400 metres Hurdles, Men",26,Athletics
70565,"Horse Vault, Women",21,Artistic Gymnastics
255657,"Canadian Doubles, 1,000 metres, Men",20,Canoe Sprint
256039,"Kayak Singles, 500 metres, Women",23,Canoe Sprint
154917,"Points Race, Women",24,Cycling Track
129448,"Middleweight, Greco-Roman (≤82 kilograms), Men",21,Wrestling
7316,"100 metres Backstroke, Men",22,Swimming
185306,"Team, Open",20,Equestrian Eventing
32865,"Basketball, Women",24,Basketball
901302,"Sanshou (≤52 kilograms), Women",53,Wushu
158923,"Quadruple Sculls, Men",21,Rowing
308001,"Road Race, Individual, Women",54,Cycling Road
353492,"Kayak Fours, 1,000 metres, Men",59,Canoe Sprint
7760,"4 x 100 metres Freestyle Relay, Men",23,Swimming
357311,"4 x 100 metres Freestyle Relay, Women",59,Swimming
25306,"Lightweight (≤60 kilograms), Men",21,Boxing
19000297,"200 metres Butterfly, Women",61,Swimming
255861,"Canadian Singles, 1,000 metres, Men",22,Canoe Sprint
900582,"Flyweight (≤54 kilograms), Men",22,Taekwondo
129090,"Light-Heavyweight, Freestyle (≤90 kilograms), Men",21,Wrestling
353658,"Individual All-Around, Women",59,Artistic Gymnastics
19000795,"Long Jump, Women",61,Athletics
90016756,"Singles, Women",22,Badminton
9074,"400 metres Individual Medley, Women",26,Swimming
29769,"Heavyweight I (≤100 kilograms), Men",20,Weightlifting
322289,"100 metres Butterfly, Men",54,Swimming
257720,"Long Jump, Women",53,Athletics
109473,"Sabre, Individual, Men",22,Fencing
262591,"Singles, Women",53,Table Tennis
19000379,"200 metres, Men",61,Athletics
159388,"Quadruple Sculls, Men",24,Rowing
30314,"Lightweight (≤69 kilograms), Men",26,Weightlifting
19012192,"Individual, Open",61,Equestrian Eventing
19016866,"Sabre, Team, Men",61,Fencing
133637,"Super-Heavyweight, Greco-Roman (≤130 kilograms), Men",25,Wrestling
261613,"200 metres Individual Medley, Men",53,Swimming
65816,"High Jump, Women",25,Athletics
255822,"Kayak Doubles, 1,000 metres, Men",22,Canoe Sprint
357155,"4 x 100 metres Medley Relay, Men",59,Swimming
263042,"Middle-Heavyweight (≤94 kilograms), Men",53,Weightlifting
18000754,"Small-Bore Rifle, Three Positions, 50 metres, Women",61,Shooting
302198,"Pole Vault, Women",54,Athletics
154370,"1,000 metres Time Trial, Men",20,Cycling Track
43531,"Team, Women",25,Artistic Swimming
257164,"200 metres, Men",53,Athletics
45985,"Singles, Women",26,Tennis
19009143,"Horizontal Bar, Men",61,Artistic Gymnastics
354114,"Eights, Women",59,Rowing
7243,"4 x 100 metres Medley Relay, Women",21,Swimming
26903,"Heavyweight (≤91 kilograms), Men",24,Boxing
19000307,"200 metres Individual Medley, Women",61,Swimming
26570,"Flyweight (≤51 kilograms), Men",24,Boxing
129045,"Middleweight, Freestyle (≤82 kilograms), Men",21,Wrestling
133376,"Featherweight, Greco-Roman (≤58 kilograms), Men",25,Wrestling
8300,"4 x 200 metres Freestyle Relay, Women",24,Swimming
356173,"Windsurfer (Neil Pryde RS:X), Women",59,Sailing
30700,"Baseball, Men",23,Baseball
65310,"100 metres, Men",25,Athletics
358640,"110 metres Hurdles, Men",59,Athletics
185523,"Individual, Open",26,Equestrian Dressage
257230,"110 metres Hurdles, Men",53,Athletics
70543,"Rings, Men",21,Artistic Gymnastics
64391,"400 metres, Women",23,Athletics
16505,"Half-Lightweight (≤65 kilograms), Men",22,Judo
322049,"400 metres Freestyle, Women",54,Swimming
261988,"Singles, Women",53,Tennis
256057,"Kayak Fours, 500 metres, Women",23,Canoe Sprint
351456,"Welterweight (≤67 kilograms), Women",59,Taekwondo
353905,"Synchronized Platform, Women",59,Diving
302089,"100 metres, Women",54,Athletics
158932,"Coxless Pairs, Men",21,Rowing
30260,"Middleweight (≤63 kilograms), Women",25,Weightlifting
255763,"Canadian Doubles, 1,000 metres, Men",21,Canoe Sprint
185384,"Team, Open",22,Equestrian Dressage
132015,"Bantamweight, Freestyle (≤57 kilograms), Men",24,Wrestling
256226,"Kayak Doubles, 500 metres, Men",25,Canoe Sprint
8687,"400 metres Individual Medley, Women",25,Swimming
19008700,"Windsurfer (Neil Pryde RS:X), Men",61,Sailing
8912,"4 x 200 metres Freestyle Relay, Men",26,Swimming
43507,"Solo, Women",22,Artistic Swimming
320178,"Two Person Dinghy (470), Women",54,Sailing
353690,"Uneven Bars, Women",59,Artistic Gymnastics
19009532,"Middleweight, Freestyle (≤74 kilograms), Men",61,Wrestling
8840,"200 metres Breaststroke, Men",26,Swimming
321026,"Rapid-Fire Pistol, 25 metres, Men",54,Shooting
901110,"Finweight (≤ 43 kilograms), Women",23,Taekwondo
159787,"Eights, Men",26,Rowing
19016276,"Canadian Singles, 200 metres, Women",61,Canoe Sprint
66513,"4 x 100 metres Relay, Women",26,Athletics
7468,"100 metres Freestyle, Women",22,Swimming
353920,"Single Sculls, Men",59,Rowing
117495,"Sabre, Individual, Women",26,Fencing
351037,"Individual, Women",59,Golf
65542,"Shot Put, Men",25,Athletics
6922,"200 metres Butterfly, Women",20,Swimming
320105,"Windsurfer (Neil Pryde RS:X), Women",54,Sailing
154629,"Team Pursuit, 4,000 metres, Men",22,Cycling Track
302181,"Shot Put, Women",54,Athletics
26385,"Middleweight (≤75 kilograms), Men",23,Boxing
54276,"Platform, Women",24,Diving
28256,"Featherweight (≤68 kilograms), Men",26,Taekwondo
259979,"Pommelled Horse, Men",53,Artistic Gymnastics
309136,"Platform, Women",54,Diving
261950,"Doubles, Men",53,Tennis
70489,"Individual All-Around, Women",20,Artistic Gymnastics
17825,"Half-Middleweight (≤78 kilograms), Men",24,Judo
356825,"Omnium, Men",59,Cycling Track
36108,"Hockey, Men",22,Hockey
7715,"100 metres Butterfly, Men",23,Swimming
19002101,"Lightweight (≤59 kilograms), Women",61,Weightlifting
17356,"Half-Lightweight (≤52 kilograms), Women",23,Judo
900513,"Lightweight (≤56 kilograms), Women",22,Judo
260644,"Half-Lightweight (≤52 kilograms), Women",53,Judo
261558,"100 metres Breaststroke, Men",53,Swimming
104346,"Épée, Team, Men",20,Fencing
8890,"400 metres Individual Medley, Men",26,Swimming
19000812,"Triple Jump, Women",61,Athletics
128873,"Featherweight, Freestyle (≤62 kilograms), Men",21,Wrestling
159486,"Double Sculls, Women",24,Rowing
256036,"Canadian Doubles, Slalom, Men",23,Canoe Slalom
19000066,"4 x 200 metres Freestyle Relay, Men",61,Swimming
358624,"1,500 metres, Men",59,Athletics
900951,"Frontenis, Doubles (frontón 30 metres), Women",23,Basque pelota
65741,"800 metres, Women",25,Athletics
70653,"Horse Vault, Men",23,Artistic Gymnastics
11096,"Three Person Keelboat (Yngling), Women",26,Sailing
259079,"Individual, Open",53,Equestrian Dressage
18001550,"Baseball, Men",61,Baseball
159701,"Lightweight Double Sculls, Women",25,Rowing
6745,"100 metres Freestyle, Men",20,Swimming
901187,"Heavyweight (>70 kilograms), Women",23,Taekwondo
154449,"Sprint, Men",21,Cycling Track
320084,"Windsurfer (Neil Pryde RS:X), Men",54,Sailing
63833,"Long Jump, Women",22,Athletics
159138,"Coxless Pairs, Women",22,Rowing
255939,"Kayak Singles, 1,000 metres, Men",23,Canoe Sprint
257247,"400 metres Hurdles, Men",53,Athletics
313012,"Floor Exercise, Men",54,Artistic Gymnastics
62258,"Marathon, Men",20,Athletics
31637,"Softball, Women",25,Softball
260144,"Hockey, Women",53,Hockey
70507,"Horse Vault, Women",20,Artistic Gymnastics
302162,"400 metres Hurdles, Men",54,Athletics
70595,"Horse Vault, Men",22,Artistic Gymnastics
65132,"400 metres Hurdles, Women",24,Athletics
19005008,"Omnium, Men",61,Cycling Track
901198,"1,500 metres Wheelchair, Men",22,Athletics
133253,"Heavyweight, Freestyle (≤97 kilograms), Men",25,Wrestling
67574,"Individual, Women",26,Rhythmic Gymnastics
302122,"100 metres, Men",54,Athletics
65154,"High Jump, Women",24,Athletics
114619,"Foil, Individual, Men",24,Fencing
24854,"Flyweight (≤51 kilograms), Men",20,Boxing
354290,"Bantamweight (≤56 kilograms), Men",59,Weightlifting
901280,"Sanshou (≤70 kilograms), Men",53,Wushu
256140,"Canadian Doubles, 500 metres, Men",24,Canoe Sprint
51962,"Sporting Pistol, 25 metres, Women",25,Shooting
36438,"Hockey, Men",26,Hockey
19008581,"Coxed Eights, Women",61,Rowing
7860,"100 metres Backstroke, Women",23,Swimming
51863,"Sporting Pistol, 25 metres, Women",23,Shooting
51828,"Rapid-Fire Pistol, 25 metres, Men",23,Shooting
